date,state,Cases 24hr,Cases % 24hr,Deaths 24hr,Deaths % 24hr ,Tests 24hr,Positive Tests 24hr,Total Recovered,Total Active Infections,Total Cases,Total Deaths
4-23-2020,CO,431,4.126%,22,4.527%,1941,22.205%,,10370,10878,508
4-22-2020,CO,341,3.374%,37,8.241%,1238,27.544%,,9961,10447,486
4-21-2020,CO,376,3.864%,27,6.398%,1271,29.583%,,9657,10106,449
4-20-2020,CO,297,3.149%,11,2.676%,1589,18.691%,,9308,9730,422
4-19-2020,CO,386,4.267%,20,5.115%,1299,29.715%,,9022,9433,411
4-18-2020,CO,372,4.288%,17,4.545%,1477,25.186%,,8656,9047,391
4-17-2020,CO,395,4.771%,17,4.762%,1297,30.455%,,8301,8675,374
4-16-2020,CO,339,4.269%,28,8.511%,953,35.572%,,7923,8280,357
4-15-2020,CO,250,3.251%,21,6.818%,838,29.833%,,7612,7941,329
4-14-2020,CO,7,0.091%,4,1.316%,1208,0.579%,,7383,7691,308
4-13-2020,CO,791,11.475%,30,10.949%,2661,29.726%,,7380,7684,304
4-12-2020,CO,383,5.883%,24,9.6%,2220,17.252%,,6619,6893,274
4-11-2020,CO,0,0%,0,0%,0,0,,6260,6510,250
4-10-2020,CO,855,15.119%,57,29.534%,3454,24.754%,,6260,6510,250
4-9-2020,CO,226,4.163%,14,7.821%,1105,20.452%,,5462,5655,193
4-8-2020,CO,257,4.969%,29,19.333%,1219,21.083%,,5250,5429,179
4-7-2020,CO,222,4.485%,10,7.143%,1102,20.145%,,5022,5172,150
4-6-2020,CO,385,8.434%,14,11.111%,1873,20.555%,,4810,4950,140
4-5-2020,CO,392,9.394%,15,13.514%,1829,21.432%,,4439,4565,126
4-4-2020,CO,445,11.937%,14,14.433%,1660,26.807%,,4062,4173,111
4-3-2020,CO,386,11.55%,17,21.25%,1766,21.857%,,3631,3728,97
4-2-2020,CO,376,12.677%,11,15.942%,1796,20.935%,,3262,3342,80
4-1-2020,CO,339,12.904%,18,35.294%,1485,22.828%,,2897,2966,69
3-31-2020,CO,0,0%,0,0%,0,0,,2576,2627,51
3-30-2020,CO,566,27.462%,7,15.909%,2088,27.107%,,2576,2627,51
3-29-2020,CO,327,18.858%,13,41.935%,1600,20.438%,,2017,2061,44
3-28-2020,CO,304,21.259%,7,29.167%,1554,19.562%,,1703,1734,31
3-27-2020,CO,344,31.676%,5,26.316%,2058,16.715%,,1406,1430,24
3-26-2020,CO,174,19.079%,8,72.727%,363,47.934%,,1067,1086,19
3-25-2020,CO,192,26.667%,4,57.143%,1477,12.999%,,901,912,11
3-24-2020,CO,129,21.827%,1,16.667%,788,16.371%,,713,720,7
3-23-2020,CO,116,24.421%,1,20%,886,13.093%,,585,591,6
3-22-2020,CO,112,30.854%,1,25%,870,12.874%,,470,475,5
3-21-2020,CO,86,31.047%,1,33.333%,728,11.813%,,359,363,4
3-20-2020,CO,61,28.241%,1,50%,624,9.776%,,274,277,3
3-19-2020,CO,33,18.033%,0,0%,528,6.25%,,214,216,2
3-18-2020,CO,23,14.375%,1,100%,584,3.938%,,181,183,2
3-17-2020,CO,29,22.137%,0,0%,458,6.332%,,159,160,1
3-16-2020,CO,0,0%,0,0%,0,0,,130,131,1
3-15-2020,CO,30,29.703%,0,0%,47,63.83%,,130,131,1
3-14-2020,CO,29,40.278%,1,Infinity%,115,25.217%,,100,101,1
3-13-2020,CO,27,60%,0,0,253,10.672%,,72,72,
3-12-2020,CO,17,60.714%,0,0,64,26.563%,,45,45,
3-11-2020,CO,16,133.333%,0,0,125,12.8%,,NaN,28,
3-10-2020,CO,3,33.333%,0,0,12,25%,,NaN,12,
3-9-2020,CO,1,12.5%,0,0,30,3.333%,,NaN,9,
3-8-2020,CO,0,0%,0,0,49,0%,,NaN,8,
3-7-2020,CO,6,300%,0,0,15,40%,,NaN,8,
3-6-2020,CO,2,Infinity%,0,0,29,6.897%,,NaN,2,
3-5-2020,CO,,0,,0,,0,,NaN,0,
5-25-2020,VT,6,0.628%,0,0%,1079,0.556%,843,65,962,54
5-24-2020,VT,2,0.21%,0,0%,1166,0.172%,839,63,956,54
5-23-2020,VT,2,0.21%,0,0%,1691,0.118%,837,63,954,54
5-22-2020,VT,2,0.211%,0,0%,32,6.25%,834,64,952,54
5-21-2020,VT,6,0.636%,0,0%,643,0.933%,827,69,950,54
5-20-2020,VT,0,0%,0,0%,0,0,824,66,944,54
5-19-2020,VT,0,0%,0,0%,567,0%,820,70,944,54
5-18-2020,VT,4,0.426%,0,0%,577,0.693%,815,75,944,54
5-17-2020,VT,0,0%,1,1.887%,777,0%,810,76,940,54
5-16-2020,VT,8,0.858%,0,0%,968,0.826%,804,83,940,53
5-15-2020,VT,1,0.107%,0,0%,741,0.135%,796,83,932,53
5-14-2020,VT,1,0.108%,0,0%,790,0.127%,792,86,931,53
5-13-2020,VT,1,0.108%,0,0%,602,0.166%,789,88,930,53
5-12-2020,VT,2,0.216%,0,0%,312,0.641%,787,89,929,53
5-11-2020,VT,1,0.108%,0,0%,631,0.158%,785,89,927,53
5-10-2020,VT,0,0%,0,0%,477,0%,777,96,926,53
5-9-2020,VT,8,0.871%,0,0%,476,1.681%,744,129,926,53
5-8-2020,VT,2,0.218%,0,0%,534,0.375%,737,128,918,53
5-7-2020,VT,2,0.219%,1,1.923%,411,0.487%,718,145,916,53
5-6-2020,VT,5,0.55%,0,0%,221,2.262%,706,156,914,52
5-5-2020,VT,3,0.331%,0,0%,179,1.676%,,857,909,52
5-4-2020,VT,5,0.555%,0,0%,324,1.543%,,854,906,52
5-3-2020,VT,5,0.558%,1,1.961%,343,1.458%,,849,901,52
5-2-2020,VT,11,1.243%,1,2%,313,3.514%,,845,896,51
5-1-2020,VT,6,0.683%,1,2.041%,579,1.036%,,835,885,50
4-30-2020,VT,13,1.501%,2,4.255%,215,6.047%,,830,879,49
4-29-2020,VT,4,0.464%,0,0%,212,1.887%,,819,866,47
4-28-2020,VT,0,0%,0,0%,128,0%,,815,862,47
4-27-2020,VT,7,0.819%,1,2.174%,308,2.273%,,815,862,47
4-26-2020,VT,3,0.352%,0,0%,251,1.195%,,809,855,46
4-25-2020,VT,9,1.068%,2,4.545%,471,1.911%,,806,852,46
4-24-2020,VT,9,1.079%,1,2.326%,397,2.267%,,799,843,44
4-23-2020,VT,3,0.361%,3,7.5%,326,0.92%,,791,834,43
4-22-2020,VT,3,0.362%,0,0%,333,0.901%,,791,831,40
4-21-2020,VT,8,0.976%,2,5.263%,104,7.692%,,788,828,40
4-20-2020,VT,3,0.367%,0,0%,224,1.339%,15,767,820,38
4-19-2020,VT,4,0.492%,0,0%,242,1.653%,15,764,817,38
4-18-2020,VT,11,1.372%,3,8.571%,410,2.683%,15,760,813,38
4-17-2020,VT,10,1.263%,0,0%,564,1.773%,15,752,802,35
4-16-2020,VT,13,1.669%,5,16.667%,359,3.621%,15,742,792,35
4-15-2020,VT,9,1.169%,1,3.448%,431,2.088%,15,734,779,30
4-14-2020,VT,9,1.183%,1,3.571%,225,4%,15,726,770,29
4-13-2020,VT,7,0.928%,1,3.704%,558,1.254%,15,718,761,28
4-12-2020,VT,21,2.865%,2,8%,682,3.079%,15,712,754,27
4-11-2020,VT,20,2.805%,1,4.167%,581,3.442%,15,693,733,25
4-10-2020,VT,33,4.853%,1,4.348%,317,10.41%,15,674,713,24
4-9-2020,VT,49,7.765%,0,0%,266,18.421%,15,642,680,23
4-8-2020,VT,23,3.783%,0,0%,379,6.069%,15,593,631,23
4-7-2020,VT,33,5.739%,0,0%,517,6.383%,15,570,608,23
4-6-2020,VT,32,5.893%,1,4.545%,363,8.815%,15,537,575,23
4-5-2020,VT,31,6.055%,2,10%,619,5.008%,15,506,543,22
4-4-2020,VT,52,11.304%,3,17.647%,429,12.121%,15,477,512,20
4-3-2020,VT,70,17.949%,0,0%,551,12.704%,15,428,460,17
4-2-2020,VT,31,8.635%,1,6.25%,253,12.253%,15,358,390,17
4-1-2020,VT,39,12.188%,3,23.077%,252,15.476%,15,328,359,16
3-31-2020,VT,27,9.215%,1,8.333%,258,10.465%,15,292,320,13
3-30-2020,VT,37,14.453%,0,0%,272,13.603%,,281,293,12
3-29-2020,VT,22,9.402%,0,0%,313,7.029%,,244,256,12
3-28-2020,VT,21,9.859%,2,20%,345,6.087%,,222,234,12
3-27-2020,VT,28,15.135%,1,11.111%,152,18.421%,,203,213,10
3-26-2020,VT,25,15.625%,1,12.5%,959,2.607%,,176,185,9
3-25-2020,VT,35,28%,1,14.286%,276,12.681%,,152,160,8
3-24-2020,VT,28,28.866%,2,40%,173,16.185%,,118,125,7
3-23-2020,VT,21,27.632%,3,150%,241,8.714%,,92,97,5
3-22-2020,VT,24,46.154%,0,0%,148,16.216%,,74,76,2
3-21-2020,VT,8,18.182%,0,0%,131,6.107%,,50,52,2
3-20-2020,VT,16,57.143%,2,Infinity%,209,7.656%,,42,44,2
3-19-2020,VT,7,33.333%,0,0,134,5.224%,,28,28,
3-18-2020,VT,2,10.526%,0,0,58,3.448%,,21,21,
3-17-2020,VT,2,11.765%,0,0,96,2.083%,,19,19,
3-16-2020,VT,5,41.667%,0,0,87,5.747%,,17,17,
3-15-2020,VT,4,50%,0,0,77,5.195%,,12,12,
3-14-2020,VT,3,60%,0,0,112,2.679%,,8,8,
3-13-2020,VT,3,150%,0,0,90,3.333%,,5,5,
3-12-2020,VT,0,0%,0,0,45,0%,,2,2,
3-11-2020,VT,1,100%,0,0,32,3.125%,,2,2,
3-10-2020,VT,0,0%,0,0,24,0%,,1,1,
3-9-2020,VT,0,0%,0,0,6,0%,,1,1,
3-8-2020,VT,0,0%,0,0,5,0%,,1,1,
3-7-2020,VT,1,Infinity%,0,0,26,3.846%,,1,1,
3-6-2020,VT,,0,,0,,0,,0,0,
5-25-2020,TN,462,2.293%,2,0.595%,12643,3.654%,13073,7196,20607,338
5-24-2020,TN,356,1.799%,7,2.128%,9818,3.626%,12837,6972,20145,336
5-23-2020,TN,395,2.037%,14,4.444%,12742,3.1%,12745,6715,19789,329
5-22-2020,TN,433,2.284%,2,0.639%,433,100%,12566,6513,19394,315
5-21-2020,TN,429,2.315%,4,1.294%,6570,6.53%,12191,6457,18961,313
5-20-2020,TN,154,0.838%,4,1.311%,7890,1.952%,11783,6440,18532,309
5-19-2020,TN,367,2.038%,4,1.329%,8695,4.221%,10969,7104,18378,305
5-18-2020,TN,623,3.583%,3,1.007%,12148,5.128%,9886,7824,18011,301
5-17-2020,TN,100,0.578%,3,1.017%,5079,1.969%,9652,7438,17388,298
5-16-2020,TN,318,1.874%,5,1.724%,10445,3.045%,9529,7464,17288,295
5-15-2020,TN,271,1.623%,3,1.045%,7439,3.643%,9280,7400,16970,290
5-14-2020,TN,329,2.01%,14,5.128%,9400,3.5%,8881,7531,16699,287
5-13-2020,TN,259,1.608%,8,3.019%,9093,2.848%,8624,7473,16370,273
5-12-2020,TN,567,3.648%,14,5.578%,10547,5.376%,8336,7510,16111,265
5-11-2020,TN,559,3.73%,8,3.292%,11408,4.9%,8038,7255,15544,251
5-10-2020,TN,217,1.469%,1,0.413%,9121,2.379%,7528,7214,14985,243
5-9-2020,TN,327,2.264%,1,0.415%,9170,3.566%,7369,7157,14768,242
5-8-2020,TN,345,2.448%,4,1.688%,7250,4.759%,7011,7189,14441,241
5-7-2020,TN,158,1.134%,-2,-0.837%,9227,1.712%,6783,7076,14096,237
5-6-2020,TN,248,1.812%,13,5.752%,8239,3.01%,6564,7135,13938,239
5-5-2020,TN,119,0.877%,7,3.196%,7419,1.604%,6356,7108,13690,226
5-4-2020,TN,394,2.99%,9,4.286%,6836,5.764%,6081,7271,13571,219
5-3-2020,TN,516,4.076%,1,0.478%,8331,6.194%,5814,7153,13177,210
5-2-2020,TN,770,6.475%,5,2.451%,10144,7.591%,5718,6734,12661,209
5-1-2020,TN,1156,10.769%,5,2.513%,8506,13.59%,5546,6141,11891,204
4-30-2020,TN,369,3.56%,4,2.051%,9077,4.065%,5338,5198,10735,199
4-29-2020,TN,314,3.124%,7,3.723%,6621,4.742%,5140,5031,10366,195
4-28-2020,TN,134,1.351%,4,2.174%,7526,1.78%,4921,4943,10052,188
4-27-2020,TN,251,2.596%,3,1.657%,6928,3.623%,4720,5014,9918,184
4-26-2020,TN,478,5.202%,3,1.685%,6068,7.877%,4527,4959,9667,181
4-25-2020,TN,463,5.306%,10,5.952%,10078,4.594%,4467,4544,9189,178
4-24-2020,TN,460,5.565%,-2,-1.176%,8228,5.591%,4370,4188,8726,168
4-23-2020,TN,424,5.407%,4,2.41%,8120,5.222%,4193,3903,8266,170
4-22-2020,TN,448,6.059%,9,5.732%,6798,6.59%,4012,3664,7842,166
4-21-2020,TN,156,2.155%,5,3.289%,7493,2.082%,3828,3409,7394,157
4-20-2020,TN,168,2.376%,4,2.703%,3591,4.678%,3575,3511,7238,152
4-19-2020,TN,308,4.555%,3,2.069%,6512,4.73%,3344,3578,7070,148
4-18-2020,TN,173,2.626%,3,2.113%,3313,5.222%,3234,3383,6762,145
4-17-2020,TN,327,5.222%,1,0.709%,2224,14.703%,3017,3430,6589,142
4-16-2020,TN,183,3.01%,6,4.444%,4153,4.406%,2786,3335,6262,141
4-15-2020,TN,256,4.396%,11,8.871%,2065,12.397%,2196,3748,6079,135
4-14-2020,TN,213,3.797%,15,13.761%,2636,8.08%,1969,3730,5823,124
4-13-2020,TN,302,5.69%,8,7.921%,5518,5.473%,1671,3830,5610,109
4-12-2020,TN,194,3.794%,0,0%,3849,5.04%,1504,3703,5308,101
4-11-2020,TN,252,5.183%,3,3.061%,4029,6.255%,1386,3627,5114,101
4-10-2020,TN,228,4.92%,4,4.255%,2950,7.729%,1145,3619,4862,98
4-9-2020,TN,272,6.236%,15,18.987%,3231,8.418%,921,3619,4634,94
4-8-2020,TN,224,5.413%,7,9.722%,3744,5.983%,592,3691,4362,79
4-7-2020,TN,336,8.837%,7,10.769%,5524,6.083%,466,3600,4138,72
4-6-2020,TN,169,4.652%,21,47.727%,2050,8.244%,356,3381,3802,65
4-5-2020,TN,312,9.395%,1,2.326%,3909,7.982%,295,3294,3633,44
4-4-2020,TN,254,8.282%,6,16.216%,3552,7.151%,416,2862,3321,43
4-3-2020,TN,222,7.803%,5,15.625%,3228,6.877%,248,2782,3067,37
4-2-2020,TN,162,6.038%,8,33.333%,2159,7.503%,220,2593,2845,32
4-1-2020,TN,444,19.83%,1,4.348%,5092,8.72%,137,2522,2683,24
3-31-2020,TN,405,22.083%,10,76.923%,4056,9.985%,121,2095,2239,23
3-30-2020,TN,297,19.323%,6,85.714%,2730,10.879%,,1821,1834,13
3-29-2020,TN,164,11.945%,1,16.667%,2236,7.335%,,1530,1537,7
3-28-2020,TN,170,14.131%,0,0%,2247,7.566%,,1367,1373,6
3-27-2020,TN,246,25.705%,3,100%,1182,20.812%,,1197,1203,6
3-26-2020,TN,173,22.066%,0,0%,3113,5.557%,,954,957,3
3-25-2020,TN,117,17.541%,1,50%,612,19.118%,,781,784,3
3-24-2020,TN,52,8.455%,0,0%,7297,0.713%,,665,667,2
3-23-2020,TN,110,21.782%,2,Infinity%,110,100%,,613,615,2
3-22-2020,TN,134,36.119%,0,0,134,100%,,505,505,
3-21-2020,TN,143,62.719%,0,0,2852,5.014%,,371,371,
3-20-2020,TN,74,48.052%,0,0,288,25.694%,,228,228,
3-19-2020,TN,56,57.143%,0,0,56,100%,,154,154,
3-18-2020,TN,25,34.247%,0,0,44,56.818%,,98,98,
3-17-2020,TN,21,40.385%,0,0,81,25.926%,,73,73,
3-16-2020,TN,13,33.333%,0,0,126,10.317%,,52,52,
3-15-2020,TN,7,21.875%,0,0,34,20.588%,,39,39,
3-14-2020,TN,6,23.077%,0,0,20,30%,,32,32,
3-13-2020,TN,8,44.444%,0,0,45,17.778%,,26,26,
3-12-2020,TN,11,157.143%,0,0,40,27.5%,,18,18,
3-11-2020,TN,0,0%,0,0,50,0%,,NaN,7,
3-10-2020,TN,4,133.333%,0,0,4,100%,,NaN,7,
3-9-2020,TN,0,0%,0,0,0,0,,NaN,3,
3-8-2020,TN,2,200%,0,0,2,100%,,NaN,3,
3-7-2020,TN,0,0%,0,0,0,0,,NaN,1,
3-6-2020,TN,0,0%,0,0,0,0,,NaN,1,
3-5-2020,TN,,0,,0,,0,,NaN,1,
5-25-2020,MA,596,0.643%,44,0.691%,8188,7.279%,,86855,93271,6416
5-24-2020,MA,1013,1.105%,68,1.079%,11387,8.896%,,86303,92675,6372
5-23-2020,MA,773,0.85%,76,1.22%,9342,8.274%,,85358,91662,6304
5-22-2020,MA,805,0.894%,80,1.301%,10158,7.925%,,84661,90889,6228
5-21-2020,MA,1114,1.252%,82,1.352%,11533,9.659%,,83936,90084,6148
5-20-2020,MA,1045,1.189%,128,2.156%,13013,8.03%,,82904,88970,6066
5-19-2020,MA,1915,2.226%,141,2.432%,16114,11.884%,,81987,87925,5938
5-18-2020,MA,0,0%,0,0%,0,0,,80213,86010,5797
5-17-2020,MA,1077,1.268%,92,1.613%,12737,8.456%,,80213,86010,5797
5-16-2020,MA,1512,1.812%,113,2.021%,12410,12.184%,,79228,84933,5705
5-15-2020,MA,1239,1.508%,110,2.007%,11318,10.947%,,77829,83421,5592
5-14-2020,MA,1685,2.093%,167,3.142%,14329,11.759%,,76700,82182,5482
5-13-2020,MA,1165,1.469%,174,3.385%,8536,13.648%,,75182,80497,5315
5-12-2020,MA,870,1.109%,33,0.646%,6768,12.855%,,74191,79332,5141
5-11-2020,MA,669,0.86%,129,2.591%,6339,10.554%,,73354,78462,5108
5-10-2020,MA,1050,1.368%,139,2.872%,11852,8.859%,,72814,77793,4979
5-9-2020,MA,1410,1.872%,138,2.935%,10514,13.411%,,71903,76743,4840
5-8-2020,MA,1612,2.187%,150,3.295%,14391,11.201%,,70631,75333,4702
5-7-2020,MA,1696,2.355%,132,2.986%,11993,14.142%,,69169,73721,4552
5-6-2020,MA,1754,2.496%,208,4.938%,6290,27.886%,,67605,72025,4420
5-5-2020,MA,1184,1.714%,122,2.983%,9081,13.038%,,66059,70271,4212
5-4-2020,MA,1000,1.469%,86,2.148%,9622,10.393%,,64997,69087,4090
5-3-2020,MA,1824,2.753%,158,4.108%,15652,11.653%,,64083,68087,4004
5-2-2020,MA,1952,3.035%,130,3.498%,9358,20.859%,,62417,66263,3846
5-1-2020,MA,2106,3.386%,154,4.323%,13989,15.055%,,60595,64311,3716
4-30-2020,MA,1940,3.219%,157,4.611%,10029,19.344%,,58643,62205,3562
4-29-2020,MA,1963,3.367%,252,7.992%,11118,17.656%,,56860,60265,3405
4-28-2020,MA,1840,3.259%,150,4.995%,9613,19.141%,,55149,58302,3153
4-27-2020,MA,1524,2.774%,104,3.587%,8787,17.344%,,53459,56462,3003
4-26-2020,MA,1590,2.98%,22,0.765%,9255,17.18%,,52039,54938,2899
4-25-2020,MA,2379,4.668%,0,0%,11632,20.452%,,50471,53348,2877
4-24-2020,MA,2977,6.203%,108,3.9%,10897,27.319%,,48092,50969,2877
4-23-2020,MA,3079,6.855%,172,6.623%,14614,21.069%,,45223,47992,2769
4-22-2020,MA,1745,4.042%,148,6.043%,5090,34.283%,,42316,44913,2597
4-21-2020,MA,1752,4.23%,146,6.34%,7150,24.503%,,40719,43168,2449
4-20-2020,MA,1596,4.008%,157,7.316%,8347,19.121%,,39113,41416,2303
4-19-2020,MA,2293,6.11%,163,8.22%,6984,32.832%,,37674,39820,2146
4-18-2020,MA,2402,6.838%,161,8.836%,9811,24.483%,,35544,37527,1983
4-17-2020,MA,2633,8.104%,155,9.298%,9730,27.061%,,33303,35125,1822
4-16-2020,MA,2522,8.415%,165,10.985%,9830,25.656%,,30825,32492,1667
4-15-2020,MA,1861,6.621%,173,13.017%,5831,31.916%,,28468,29970,1502
4-14-2020,MA,1315,4.908%,118,9.744%,4635,28.371%,,26780,28109,1329
4-13-2020,MA,1413,5.567%,155,14.678%,5450,25.927%,,25583,26794,1211
4-12-2020,MA,2615,11.486%,110,11.628%,7963,32.839%,,24325,25381,1056
4-11-2020,MA,1888,9.043%,114,13.702%,6439,29.321%,,21820,22766,946
4-10-2020,MA,2035,10.8%,107,14.759%,7453,27.304%,,20046,20878,832
4-9-2020,MA,2151,12.886%,110,17.886%,7448,28.88%,,18118,18843,725
4-8-2020,MA,1588,10.514%,100,19.417%,6167,25.75%,,16077,16692,615
4-7-2020,MA,1365,9.935%,67,14.955%,4915,27.772%,,14589,15104,515
4-6-2020,MA,1337,10.781%,78,21.081%,4492,29.764%,,13291,13739,448
4-5-2020,MA,765,6.574%,66,21.711%,3139,24.371%,,12032,12402,370
4-4-2020,MA,1334,12.948%,39,14.717%,5840,22.842%,,11333,11637,304
4-3-2020,MA,1436,16.195%,36,15.721%,6354,22.6%,,10038,10303,265
4-2-2020,MA,1228,16.075%,42,22.46%,4870,25.216%,,8638,8867,229
4-1-2020,MA,1118,17.145%,34,22.222%,4803,23.277%,,7452,7639,187
3-31-2020,MA,868,15.355%,29,23.387%,4142,20.956%,,6368,6521,153
3-30-2020,MA,797,16.413%,25,25.253%,3729,21.373%,,5529,5653,124
3-29-2020,MA,698,16.787%,27,37.5%,4017,17.376%,,4757,4856,99
3-28-2020,MA,1007,31.958%,15,26.316%,5678,17.735%,,4086,4158,72
3-27-2020,MA,833,35.936%,15,35.714%,5750,14.487%,,3094,3151,57
3-26-2020,MA,579,33.295%,9,27.273%,3827,15.129%,,2276,2318,42
3-25-2020,MA,679,64.057%,7,26.923%,6044,11.234%,,1706,1739,33
3-24-2020,MA,382,56.342%,9,52.941%,4833,7.904%,,1034,1060,26
3-23-2020,MA,131,23.949%,6,54.545%,2918,4.489%,,661,678,17
3-22-2020,MA,121,28.404%,4,57.143%,798,15.163%,,536,547,11
3-21-2020,MA,112,35.669%,2,40%,1116,10.036%,,419,426,7
3-20-2020,MA,85,37.118%,2,66.667%,962,8.836%,,309,314,5
3-19-2020,MA,73,46.795%,1,50%,876,8.333%,,226,229,3
3-18-2020,MA,38,32.203%,2,Infinity%,520,7.308%,,154,156,2
3-17-2020,MA,21,21.649%,0,0,455,4.615%,,118,118,
3-16-2020,MA,33,51.563%,0,0,648,5.093%,,97,97,
3-15-2020,MA,26,68.421%,0,0,610,4.262%,,64,64,
3-14-2020,MA,15,65.217%,0,0,15,100%,,38,38,
3-13-2020,MA,15,187.5%,0,0,15,100%,,23,23,
3-12-2020,MA,,0,,0,,0,,8,8,
5-25-2020,LA,640,1.722%,0,0%,14862,4.306%,28700,6419,37809,2690
5-24-2020,LA,129,0.348%,22,0.825%,1589,8.118%,26249,8230,37169,2690
5-23-2020,LA,115,0.311%,0,0%,2639,4.358%,26249,8123,37040,2668
5-22-2020,LA,421,1.153%,39,1.483%,6427,6.55%,26249,8008,36925,2668
5-21-2020,LA,1188,3.364%,21,0.805%,19411,6.12%,26249,7626,36504,2629
5-20-2020,LA,278,0.793%,27,1.046%,7897,3.52%,26249,6459,35316,2608
5-19-2020,LA,329,0.948%,18,0.702%,8325,3.952%,26249,6208,35038,2581
5-18-2020,LA,277,0.804%,72,2.89%,4578,6.051%,26249,5897,34709,2563
5-17-2020,LA,315,0.923%,12,0.484%,5428,5.803%,22608,9333,34432,2491
5-16-2020,LA,280,0.827%,31,1.266%,6553,4.273%,22608,9030,34117,2479
5-15-2020,LA,348,1.039%,31,1.283%,5601,6.213%,22608,8781,33837,2448
5-14-2020,LA,827,2.532%,36,1.512%,9684,8.54%,22608,8464,33489,2417
5-13-2020,LA,612,1.91%,34,1.449%,9892,6.187%,22608,7673,32662,2381
5-12-2020,LA,235,0.739%,39,1.69%,7182,3.272%,22608,7095,32050,2347
5-11-2020,LA,215,0.68%,22,0.962%,4958,4.336%,22608,6899,31815,2308
5-10-2020,LA,183,0.582%,19,0.838%,3715,4.926%,20316,8998,31600,2286
5-9-2020,LA,562,1.821%,40,1.796%,9741,5.769%,20316,8834,31417,2267
5-8-2020,LA,203,0.662%,19,0.861%,1649,12.31%,20316,8312,30855,2227
5-7-2020,LA,253,0.832%,93,4.397%,6095,4.151%,20316,8128,30652,2208
5-6-2020,LA,403,1.344%,0,0%,6441,6.257%,20316,7968,30399,2115
5-5-2020,LA,323,1.089%,51,2.471%,7300,4.425%,20316,7565,29996,2115
5-4-2020,LA,333,1.135%,95,4.825%,4771,6.98%,20316,7293,29673,2064
5-3-2020,LA,200,0.686%,19,0.974%,3302,6.057%,17303,10068,29340,1969
5-2-2020,LA,429,1.494%,23,1.194%,4607,9.312%,17303,9887,29140,1950
5-1-2020,LA,710,2.536%,65,3.491%,6942,10.228%,17303,9481,28711,1927
4-30-2020,LA,341,1.233%,60,3.33%,4741,7.193%,17303,8836,28001,1862
4-29-2020,LA,374,1.371%,44,2.503%,5460,6.85%,17303,8555,27660,1802
4-28-2020,LA,218,0.805%,61,3.595%,4119,5.293%,17303,8225,27286,1758
4-27-2020,LA,295,1.102%,27,1.617%,3953,7.463%,17303,8068,27068,1697
4-26-2020,LA,261,0.984%,26,1.582%,4034,6.47%,14927,10176,26773,1670
4-25-2020,LA,372,1.423%,43,2.686%,890,41.798%,14927,9941,26512,1644
4-24-2020,LA,401,1.558%,61,3.961%,599,66.945%,14927,9612,26140,1601
4-23-2020,LA,481,1.904%,67,4.549%,667,72.114%,14927,9272,25739,1540
4-22-2020,LA,404,1.625%,68,4.84%,404,100%,14927,8858,25258,1473
4-21-2020,LA,331,1.35%,77,5.798%,331,100%,,23449,24854,1405
4-20-2020,LA,595,2.487%,32,2.469%,763,77.982%,,23195,24523,1328
4-19-2020,LA,348,1.476%,29,2.289%,-2651,-13.127%,,22632,23928,1296
4-18-2020,LA,462,1.998%,54,4.452%,6012,7.685%,,22313,23580,1267
4-17-2020,LA,586,2.601%,57,4.931%,5401,10.85%,,21905,23118,1213
4-16-2020,LA,581,2.647%,53,4.805%,4658,12.473%,,21376,22532,1156
4-15-2020,LA,433,2.012%,90,8.885%,3506,12.35%,,20848,21951,1103
4-14-2020,LA,502,2.389%,129,14.593%,10331,4.859%,,20505,21518,1013
4-13-2020,LA,421,2.044%,44,5.238%,4046,10.405%,,20132,21016,884
4-12-2020,LA,581,2.903%,34,4.218%,7130,8.149%,,19755,20595,840
4-11-2020,LA,761,3.953%,51,6.755%,4635,16.419%,,19208,20014,806
4-10-2020,LA,970,5.305%,53,7.55%,5361,18.094%,,18498,19253,755
4-9-2020,LA,1253,7.358%,50,7.669%,5513,22.728%,,17581,18283,702
4-8-2020,LA,746,4.581%,70,12.027%,6751,11.05%,,16378,17030,652
4-7-2020,LA,1417,9.531%,70,13.672%,5489,25.815%,,15702,16284,582
4-6-2020,LA,1857,14.274%,35,7.338%,8841,21.004%,,14355,14867,512
4-5-2020,LA,514,4.113%,68,16.626%,1827,28.134%,,12533,13010,477
4-4-2020,LA,2199,21.356%,39,10.541%,4853,45.312%,,12087,12496,409
4-3-2020,LA,1147,12.536%,60,19.355%,2559,44.822%,,9927,10297,370
4-2-2020,LA,2726,42.435%,37,13.553%,5310,51.337%,,8840,9150,310
4-1-2020,LA,1187,22.666%,34,14.226%,6809,17.433%,,6151,6424,273
3-31-2020,LA,1212,30.112%,54,29.189%,4934,24.564%,,4998,5237,239
3-30-2020,LA,485,13.701%,34,22.517%,6162,7.871%,,3840,4025,185
3-29-2020,LA,225,6.787%,14,10.219%,2710,8.303%,,3389,3540,151
3-28-2020,LA,569,20.721%,18,15.126%,3802,14.966%,,3178,3315,137
3-27-2020,LA,441,19.132%,36,43.373%,3330,13.243%,,2627,2746,119
3-26-2020,LA,510,28.412%,18,27.692%,6578,7.753%,,2222,2305,83
3-25-2020,LA,407,29.323%,19,41.304%,2848,14.291%,,1730,1795,65
3-24-2020,LA,216,18.43%,12,35.294%,2655,8.136%,,1342,1388,46
